auroc,brier,ece,recall,precision,malicious_fraction,n_malicious,n_total_clients,seed
0.8849661539995134,0.06172033193266376,0.008832765902335955,0.4172794117647059,0.7643097643097643,0.0,1,7,42
0.8617584334112781,0.0816036793003869,0.1168203637014138,0.4889705882352941,0.6567901234567901,0.14285714285714285,1,7,42
0.823811672963073,0.12912932981507172,0.232264474005462,0.5119485294117647,0.47404255319148936,0.2857142857142857,2,7,42
